번호,등록번호,서명(자료명),저자,출판사,출판년도,청구기호,입수유형,자료형태,,,가격,,,도서상태,등록일
5664,18038,두 사람,이보나 흐미엘레프스카 지음; 이지원 옮김,사계절,2009,그림 892.95 흐38ㄷ c.2,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5665,18039,두근두근 사랑해. 5,허은미 글;이지은 그림,대한교과서,2008,181.7 아68ㅇ v.5,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5666,18040,두근두근 사랑해. 5,허은미 글;이지은 그림,대한교과서,2008,181.7 아68ㅇ v.5 c.2,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5667,18041,(둥글둥글 지구촌)인권 이야기. 3,신재일 글;유남영 그림,풀빛,2009,342.1 신73ㅇ v.3,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5668,18043,(활 솜씨가 뛰어난)거타지 ,일연 지음; 이강엽 엮음; 강동훈 그림,그루터기,2008,911.03 일64ㄱ,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5669,18045,들꽃 아이,임길택 글;김동성 그림,길벗어린이,2008,그림 813.8 임18ㄷ,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5670,18046,뜨고 지고,박남일 글;김우선 그림,길벗어린이,2008,713 박192ㄸ,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5671,18047,뜨고 지고,박남일 글;김우선 그림,길벗어린이,2008,713 박192ㄸ,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5672,18048,뚜깐뎐. 25,이용포 지음,푸른책들,2008,813.6 이65ㄸ,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5673,18050,루머의 루머의 루머,제이 아셰르 지음;위문숙 옮김,내인생의책,2009,843 아54ㄹ,구입,단행본,,,￦,"12,000",,대출가능,2013-11-24
5674,18051,루머의 루머의 루머,제이 아셰르 지음;위문숙 옮김,내인생의책,2009,843 아54ㄹ,구입,단행본,,,￦,"12,000",,대출가능,2013-11-24
5675,18052,루카스의 긴 여행.1. 1,빌리 페르만 글;이은주 옮김,느림보,2007,853 페297ㄹ v.1,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5676,18054,루카스의 긴 여행.2. 2,빌리 페르만 글;이은주 옮김,느림보,2007,853 페297ㄹ v.2,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5677,18057,루퍼트 구디와 나. 10,바바라 오코너 지음;김정복 옮김,동산사,2008,843 오875ㄹ v.10,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5678,18059,레모네이드 전쟁. 17,재클린 데이비스 지음;윤미성 옮김;노도환 그림,개암나무,2008,843 데68ㄹ v.17,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5679,18060,로봇 엄마. 26,에밀리 스미스 글;조지 버켓 그림;김영선 옮김,시공사,2008,843 스38ㄹ v.26,구입,단행본,,,￦,"6,000",,대출가능,2013-11-24
5680,18061,로봇 엄마. 26,에밀리 스미스 글;조지 버켓 그림;김영선 옮김,시공사,2008,843 스38ㄹ v.26,구입,단행본,,,￦,"6,000",,대출가능,2013-11-24
5681,18063,"로티, 나의 비밀 친구. 55",재클린 윌슨 글;닉 샤랫 그림;이주희 옮김,시공주니어,2008,843 윌57ㄹ v.55,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5682,18064,롤랑의 노래. 3,샤를로트 상수아 글;루이스 외젤 구성;김종근 옮김,민음사,2008,609 상56ㄹ v.3,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5683,18065,롤랑의 노래. 3,샤를로트 상수아 글;루이스 외젤 구성;김종근 옮김,민음사,2008,609 상56ㄹ v.3 c.2,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5684,18066,ㄹ받침 한 글자. 42,김은영 지음;김수현 그림,사계절,2008,811.8 김67ㄸ v.42,구입,단행본,,,￦,"7,800",,대출가능,2013-11-24
5685,18067,ㄹ받침 한 글자. 42,김은영 지음;김수현 그림,사계절,2008,811.8 김67ㄸ v.42 c.2,구입,단행본,,,￦,"7,800",,제적,2013-11-24
5686,18068,릴리의 멋진 날,케빈 헹크스 지음; 이경혜 옮김,비룡소,2008,그림 843 헹877ㄹ,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5687,18070,마법의 빨간 립스틱. 3-43,공지희 글;최정인 그림,비룡소,2008,808.9 난192 v.3-43,구입,단행본,,,￦,"7,500",,대출가능,2013-11-24
5688,18071,마법의 빨간 립스틱. 3-43,공지희 글;최정인 그림,비룡소,2008,808.9 난192 v.3-43,구입,단행본,,,￦,"7,500",,대출가능,2013-11-24
5689,18072,마법의 시간여행.39. 39,메리 폽 어즈번 지음;살 머도카 그림;노은정 옮김,비룡소,2008,843 어77ㅁ v.39,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5690,18074,마법의 시간여행.40. 40,메리 폽 어즈번 지음;살 머도카 그림;노은정 옮김,비룡소,2008,843 어77ㅁ v.40,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5691,18077,마법의 시간여행 지식탐험.15. 152,메리 폽 어즈번;나탈리 폽 보이스 [공]지음;살 머도카 그림;노은정 옮김,비룡소,2008,031 어77ㅁ v.15,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5692,18079,마법의 시간여행 지식탐험.16. 162,메리 폽 어즈번;나탈리 폽 보이스 [공]지음;살 머도카 그림;노은정 옮김,비룡소,2008,031 어77ㅁ v.16,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5693,18080,마하트마 간디. 10,에마 피시엘 지음;리처드 모건 그림;정영목 옮김,비룡소,2008,990.8 새52ㅂ v.10,구입,단행본,,,￦,"7,500",,대출가능,2013-11-24
5694,18081,마하트마 간디. 10,에마 피시엘 지음;리처드 모건 그림;정영목 옮김,비룡소,2008,990.8 새52ㅂ v.10 c.2,구입,단행본,,,￦,"7,500",,대출가능,2013-11-24
5695,18082,마녀 위니의 생일 파티,밸러리 토머스 글;코키 폴 그림;조세현 옮김,민음사,2008,그림 843 토34ㅁ,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5696,18084,마녀 위니의 양탄자,밸러리 토머스 글;코키 폴 그림;노은정 옮김,비룡소,2009,그림 843 토34ㅁ,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5697,18086,(마녀 위니의)새 컴퓨터,밸러리 토머스 글;코키 폴 그림;노은정 옮김,비룡소,2006,그림 843 토34ㅁ,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5698,18089,마녀 위니의 요술 지팡이,밸러리 토머스 글;코키 폴 그림;김중철 옮김,비룡소,2007,그림 843 토34ㅁ,구입,단행본,,,￦,"7,500",,대출가능,2013-11-24
5699,18090,마녀가 나타났어요!,크리스토프 르 만 글; 마리알린 바뱅 그림; 이정주 옮김,시공주니어,2008,그림 863 만877ㅁ,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5700,18091,마녀가 나타났어요!,크리스토프 르 만 글; 마리알린 바뱅 그림; 이정주 옮김,시공주니어,2008,그림 863 만877ㅁ c.2,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5701,18092,마법의 나라 라미온.1,프랭크 힝크스글·그림;정희경 옮김,마루벌,2006,843 힝877ㅁ v.1,구입,단행본,,,￦,"10,000",,대출가능,2013-11-24
5702,18094,마법의 나라 라미온.2. 2,프랭크 힝크스글·그림;정희경 옮김,마루벌,2006,843 힝877ㅁ v.2,구입,단행본,,,￦,"12,000",,대출가능,2013-11-24
5703,18096,마법의 두루마리. 1: 석기 시대로 떨어진 아이들,햇살과나무꾼 글;이상규 그림,비룡소,2009,813.8 햇52ㅁ v.1,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5704,18098,마법사 똥맨. 15,송언 지음;김유대 그림,창비,2009,813.8 송64ㅁ v.15,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5705,18099,마법사 똥맨. 15,송언 지음;김유대 그림,창비,2009,813.8 송64ㅁ v.15,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5706,18101,마르코 폴로의 모험,러셀 프리드먼 지음;배그램 이바툴린 그림;강미경 옮김,두레아이들,2008,980.29 프298ㅁ,구입,단행본,,,￦,"12,000",,대출가능,2013-11-24
5707,18102,마마신 손님네. 2,이상교 글;김도연 그림,한림,2008,219.11 한298ㅎ v.2,구입,단행본,,,￦,"10,800",,대출가능,2013-11-24
5708,18103,마마신 손님네. 2,이상교 글;김도연 그림,한림,2008,219.11 한298ㅎ v.2 c.2,구입,단행본,,,￦,"10,800",,대출가능,2013-11-24
5709,18105,마녀들의 전쟁.1. 12,마이떼 까란사 지음;권미선 옮김,창비,2007,873 까292ㅁ v.12,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5710,18107,마녀들의 전쟁.2. 22,마이떼 까란사 지음;권미선 옮김,창비,2007,873 까292ㅁ v.22,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5711,18108,마녀들의 전쟁.3. 3,마이떼 까란사 지음;권미선 옮김,창비,2008,873 까292ㅁ v.3,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5712,18110,마녀들의 전쟁. 4,마이떼 까란사 지음;권미선 옮김.4,창비,2008,873 까292ㅁ v.4,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5713,18112,마녀들의 전쟁.5. 5,마이떼 까란사 지음;권미선 옮김,창비,2008,873 까292ㅁ v.5,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5714,18114,마녀들의 전쟁.6. 6,마이떼 까란사 지음;권미선 옮김,창비,2008,873 까292ㅁ v.6,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5715,18117,마술피리. 4,우현옥 글;지현경 그림,은행나무,2009,813.8 우94ㅁ v.4,구입,단행본,,,￦,"8,800",,대출가능,2013-11-24
5716,18118,말하는 꾀꼬리와 춤추는 소나무. 5,강소희 글·그림,사계절,2008,388.311 옛68ㅅ v.5,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5717,18119,말하는 꾀꼬리와 춤추는 소나무. 5,강소희 글·그림,사계절,2008,388.311 옛68ㅅ v.5 c.2,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5718,18120,말썽쟁이 큐피. 44,강무홍 글;이소현 그림,비룡소,2008,808.9 난192 v.3-44,구입,단행본,,,￦,"7,500",,대출가능,2013-11-24
5719,18121,말썽쟁이 큐피. 44,강무홍 글;이소현 그림,비룡소,2008,808.9 난192 v.3-44,구입,단행본,,,￦,"7,500",,대출가능,2013-11-24
5720,18122,"말더듬이 내 친구, 어버버. 29",베아트리스 퐁타넬 글;마르크 부타방 그림;장미란 옮김,시공주니어,2008,863 퐁882ㅁ v.29,구입,단행본,,,￦,"5,500",,대출가능,2013-11-24
5721,18123,"말더듬이 내 친구, 어버버. 29",베아트리스 퐁타넬 글;마르크 부타방 그림;장미란 옮김,시공주니어,2008,863 퐁882ㅁ v.29,구입,단행본,,,￦,"5,500",,대출가능,2013-11-24
5722,18124,(만화)칼의 노래.1. 1,김훈 원작;박산하 만화,대한교과서,2007,813.6 김96ㅋ v.1,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5723,18126,(만화)칼의 노래.2. 2,김훈 원작;박산하 만화,대한교과서,2007,813.6 김96ㅋ v.2,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5724,18128,(만화)칼의 노래. 3,김훈 원작;박산하 만화,대한교과서,2007,813.6 김96ㅋ v.3,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5725,18131,만화광 스텔라 게임 회사를 차리다. 10,미리암 외찰프 글;박우희 그림;김완균 옮김,비룡소,2008,853 외82ㅁ v.10,구입,단행본,,,￦,"12,000",,대출가능,2013-11-24
5726,18132,맛의 거리. 3,곽해룡 글;이량덕 그림,문학동네,2008,811.8 문92 v.3,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5727,18133,맛의 거리. 3,곽해룡 글;이량덕 그림,문학동네,2008,811.8 문92 v.3 c.2,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5728,18135,맛있는 과학튀김. 1,유쾌한 공작소 글;이동수 그림,비룡소,2009,400 요298ㄱ v.1 c.2,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5729,18137,머빈의 달콤 쌉쌀한 복수,레온 페게로 글;셜리 피터스 그림;박진희 옮김,아이세움,2006,843 페14ㅁ,구입,단행본,,,￦,"6,500",,대출가능,2013-11-24
5730,18138,멋쟁이 낸시와 예쁜 강아지. 89,제인 오코너 글;로빈 프레이스 글래서 그림;김영선 옮김,국민서관,2008,그림 843 오875ㅁ v.89,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5731,18141,멋지다! 우리 역사,최현삼...[등] 글;양지은 그림,주니어김영사,2008,911 최94ㅁ c.2,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5732,18142,"먼지야, 자니. 14",이상교,산하,2006,811.8 이52ㅁ v.14,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5733,18143,"먼지야, 자니. 14",이상교,산하,2006,811.8 이52ㅁ v.14 c.2,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5734,18144,멀쩡한 이유정. 13,유은실 지음;변영미 그림,푸른숲,2009,813.8 유67ㅁ v.13,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5735,18145,멀쩡한 이유정. 13,유은실 지음;변영미 그림,푸른숲,2009,813.8 유67ㅁ v.13,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5736,18146,명화로 보는 그림 이야기,애비게일 위틀리 글;우베 메이어;이안 맥니 그림;김순희 옮김,시공주니어,2008,650.4 위887ㅁ,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5737,18147,명화로 보는 그림 이야기,애비게일 위틀리 글;우베 메이어;이안 맥니 그림;김순희 옮김,시공주니어,2008,650.4 위887ㅁ c.2,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5738,18149,모든 집에는 비밀이 있어. 1,앤 M. 마틴;로라 고드윈 [공]지음;브라이언 셀즈닉 그림;배블링 북스 옮김,개암나무,2006,843 마888ㅁ v.1,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5739,18150,모기 쫓는 특공대와 마술 피리. 22,마르야레나 렘브케 글;크리스티나 안드레스 그림;강혜경 옮김,국민서관,2009,853 렘47ㅁ v.22,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5740,18152,모범생은 이제 싫어. 54,플로랑스 세이보스 글;필립 뒤마 그림;김영미 옮김,시공주니어,2008,863 세68ㅁ v.54,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5741,18153,모범생은 이제 싫어. 54,플로랑스 세이보스 글;필립 뒤마 그림;김영미 옮김,시공주니어,2008,863 세68ㅁ v.54,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5742,18154,모래성을 쌓았어요. 11,콜레트 엘링스 글;마리알린 바뱅 그림;곽노경 옮김,시공주니어,2008,375.1 엘298ㅁ v.11,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5743,18155,모래성을 쌓았어요. 11,콜레트 엘링스 글;마리알린 바뱅 그림;곽노경 옮김,시공주니어,2008,375.1 엘298ㅁ v.11,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5744,18159,몬스터. 10,월터 딘 마이어스 지음;이은선 옮김,창비,2008,843 마68ㅁ v.10,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5745,18160,미친개,박기범 글;김종숙 그림,낮은산,2008,그림 813.8 박18ㅁ,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5746,18162,(미리 가 본)국립중앙박물관. 4,오명숙 지음,한림,2009,069 세14ㅎ v.4,구입,단행본,,,￦,"17,000",,대출가능,2013-11-24
5747,18164,미셸처럼 공부하고 오바마처럼 도전하라,김태광 지음,흐름출판,2009,325.04 김883ㅁ,구입,단행본,,,￦,"12,000",,대출가능,2013-11-24
5748,18166,무서운 지구. 4,니콜라 바버;닐 모리스;필립 스틸 [공]지음;김인숙 옮김,산하,2008,445 지58ㅅ v.4,구입,단행본,,,￦,"13,000",,대출가능,2013-11-24
5749,18167,무서운 지구. 4,니콜라 바버;닐 모리스;필립 스틸 [공]지음;김인숙 옮김,산하,2008,445 지58ㅅ v.4 c.2,구입,단행본,,,￦,"13,000",,대출가능,2013-11-24
5750,18168,무툴라는 못말려. 18,베벌리 나이두 글;피에르 그로블러 그림;강미라 옮김,국민서관,2008,843 나68ㅁ v.18,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5751,18169,무툴라는 못말려. 18,베벌리 나이두 글;피에르 그로블러 그림;강미라 옮김,국민서관,2008,843 나68ㅁ v.18,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5752,18170,물음표 철학동화,우현옥 [등]글;천소 그림,주니어김영사,2008,100 등17ㅁ,구입,단행본,,,￦,"8,900",,대출가능,2013-11-24
5753,18172,물고기 소년 과학자 되다. 3,전신애 글씀;이진우 그림,청어람미디어,2008,991.1 전58ㅁ v.3,구입,단행본,,,￦,"7,800",,대출가능,2013-11-24
5754,18173,물고기 소년 과학자 되다. 3,전신애 글씀;이진우 그림,청어람미디어,2008,991.1 전58ㅁ v.3,구입,단행본,,,￦,"7,800",,대출가능,2013-11-24
5755,18175,뭐 하니 놀기 딱 좋은 날인데!. 1,김기정 글;정문주 그림,낮은산,2008,813.8 김18ㅁ v.1,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5756,18176,뭐 이런 손님이 다있어!. 22,마티아스 조트케 글·그림;이현정 옮김,비룡소,2008,808.9 난192 v.1-22,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5757,18177,뭐 이런 손님이 다있어!. 22,마티아스 조트케 글·그림;이현정 옮김,비룡소,2008,808.9 난192 v.1-22 c.2,구입,단행본,,,￦,"7,000",,대출가능,2013-11-24
5758,18178,뭐가 다른데. 15,이성자 글;김혜진 그림,문원,2009,813.8 이54ㅁ v.15,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5759,18179,뭐가 다른데. 15,이성자 글;김혜진 그림,문원,2009,813.8 이54ㅁ v.15,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5760,18180,(바람소리 물소리 자연을 닮은)우리 악기,청동말굽 기획·글;고광삼 그림,문학동네,2008,679 기95ㅇ,구입,단행본,,,￦,"12,000",,대출가능,2013-11-24
5761,18181,(바람소리 물소리 자연을 닮은)우리 악기,청동말굽 기획·글;고광삼 그림,문학동네,2008,679 기95ㅇ,구입,단행본,,,￦,"12,000",,대출가능,2013-11-24
5762,18183,바틀렛의 빙산 운반 작전. 9,오도 허쉬 지음;앤드류 맥린 그림;홍주진 옮김,개암나무,2007,843 허56ㅂ v.9,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5763,18184,바리데기. 4,송언 글;변해정 그림,한림,2008,219.11 한298ㅎ v.4,구입,단행본,,,￦,"10,800",,대출가능,2013-11-24
5764,18188,(만화)토지.제 1부 1,박경리 원작;오세영 각색·그림,마로니에북스,2007,813.6 박14ㅌ v.1-1,구입,단행본,,,￦,"10,000",,대출가능,2013-11-24
5765,18189,(만화)토지.제 1부 2,박경리 원작;오세영 각색·그림,마로니에북스,2007,813.6 박14ㅌ v.1-2,구입,단행본,,,￦,"10,000",,대출가능,2013-11-24
5766,18190,(만화)토지.제 1부 3,박경리 원작;오세영 각색·그림,마로니에북스,2007,813.6 박14ㅌ v.1-3,구입,단행본,,,￦,"10,000",,대출가능,2013-11-24
5767,18191,(만화)토지.제 1부 4,박경리 원작;오세영 각색·그림,마로니에북스,2007,813.6 박14ㅌ v.1-4,구입,단행본,,,￦,"10,000",,대출가능,2013-11-24
5768,18192,(만화)토지.제 1부 5,박경리 원작;오세영 각색·그림,마로니에북스,2007,813.6 박14ㅌ v.1-5,구입,단행본,,,￦,"10,000",,대출가능,2013-11-24
5769,18194,(만화)토지.제 1부 7,박경리 원작;오세영 각색·그림,마로니에북스,2007,813.6 박14ㅌ v.1-7,구입,단행본,,,￦,"10,000",,대출가능,2013-11-24
5770,18195,반이나 차 있을까 반밖에 없을까?,이보나 흐미엘레프스카 지음; 이지원 옮김,논장,2008,그림 892.95 흐38반,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5771,18196,반이나 차 있을까 반밖에 없을까?,이보나 흐미엘레프스카 지음; 이지원 옮김,논장,2008,그림 892.95 흐38반 c.2,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5772,18198,방귀쟁이 며느리. 6,신세정 글·그림,사계절,2008,388.311 옛68ㅅ v.6 c.2,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5773,18199,버둥버둥 스키 수업. 34,알랭 M. 베르즈롱 글;이민혜 그림;이정주 옮김,시공주니어,2008,863 베297ㅂ v.34,구입,단행본,,,￦,"5,500",,대출가능,2013-11-24
5774,18200,버둥버둥 스키 수업. 34,알랭 M. 베르즈롱 글;이민혜 그림;이정주 옮김,시공주니어,2008,863 베297ㅂ v.34,구입,단행본,,,￦,"5,500",,대출가능,2013-11-24
5775,18202,벼랑. 24,이금이 지음,푸른책들,2008,813.8 이17ㅂ v.24,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5776,18206,별로 돌아간 소녀. 70,스에요시 아키코 지음;문수지 그림;이경옥 옮김,사계절,2008,833.8 아878ㅂ v.70,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5777,18207,별이 되고 싶어,이민희 글·그림,창비,2008,그림 813.8 이38ㅂ,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5778,18209,바바의 세계 여행. 84,로랑 드 브루노프 지음;장석봉 옮김,국민서관,2008,그림 843 브296ㅂ,구입,단행본,,,￦,"11,000",,대출가능,2013-11-24
5779,18211,바바야가,타이마르크 르 탕 글;레베카 도트르메르 그림;김예령 옮김,비룡소,2008,388.311 세14ㅂ v.40,구입,단행본,,,￦,"10,500",,대출가능,2013-11-24
5780,18212,바바야가,타이마르크 르 탕 글;레베카 도트르메르 그림;김예령 옮김,비룡소,2008,388.311 세14ㅂ v.40,구입,단행본,,,￦,"10,500",,대출가능,2013-11-24
5781,18214,바다로 간 화가,모니카 페트 글; 안토니 보라틴스키 그림; 김경연 옮김,풀빛,2007,그림 853 페887ㅂ c.3,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5782,18216,박뛰엄이 노는 법. 7,김기정 글;허구 그림,계수나무,2008,813.8 김18ㅂ v.7,구입,단행본,,,￦,"8,700",,대출가능,2013-11-24
5783,18217,(반달곰아 수달아)어디어디 숨었니. 3: 생태계 편,최열 글;최병옥 그림,청년사,2008,539.9 최64ㅊ v.3,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5784,18219,버드나무에 부는 바람 1 : 와일드 우드. 1,케네스 그레이엄 원작; 미셸 플레시스 만화; 김미선 옮김,아이세움,2004,그림 843 그294ㅂ v.1,구입,단행본,,,￦,"6,500",,대출가능,2013-11-24
5785,18221,"버드나무에 부는 바람 2 : 자동차, 토드 그리고 배저 아저씨. 2",케네스 그레이엄 원작; 미셸 플레시스 만화; 김미선 옮김,아이세움,2003,그림 843 그294ㅂ v.2,구입,단행본,,,￦,"6,500",,대출가능,2013-11-24
5786,18223,버드나무에 부는 바람 3 : 토드의 대탈주. 3,케네스 그레이엄 원작; 미셸 플레시스 만화; 김미선 옮김,아이세움,2003,그림 843 그294ㅂ v.3,구입,단행본,,,￦,"6,500",,대출가능,2013-11-24
5787,18225,버드나무에 부는 바람 4 : 한밤의 대소동. 4,케네스 그레이엄 원작; 미셸 플레시스 만화; 김미선 옮김,아이세움,2003,그림 843 그294ㅂ v.4,구입,단행본,,,￦,"6,500",,대출가능,2013-11-24
5788,18228,비밀에 싸인 아이,이상권 글;신지수 그림,산하,2008,813.8 이52ㅂ,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
5789,18229,비밀 시험지. 11,안점옥 지음;최정인 그림,사계절,2008,813.8 안74ㅂ v.11,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5790,18232,비둘기 전사 게이넥. 10,단 고팔 무커지 글;정소영 그림;김선희 옮김,주니어김영사,2008,843 무874ㅂ v.10,구입,단행본,,,￦,"9,500",,대출가능,2013-11-24
5791,18233,비밀의 터널.Ⅰ. 1,올라프 프리체 글;바바라 코르투에스 그림;송소민 옮김,주니어김영사,2008,853 프298ㅂ v.1,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5792,18235,비밀의 터널.Ⅱ. 2,올라프 프리체 글;바바라 코르투에스 그림;송소민 옮김,주니어김영사,2008,853 프298ㅂ v.2,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5793,18236,비밀의 터널.Ⅱ. 22,올라프 프리체 글;바바라 코르투에스 그림;송소민 옮김,주니어김영사,2008,853 프298ㅂ v.22,구입,단행본,,,￦,"9,800",,대출가능,2013-11-24
5794,18238,"비밀, 거짓말 그리고 수학. 1",웬디 리치먼 글;박영훈 옮김,주니어김영사,2009,410 리86ㅂ v.1,구입,단행본,,,￦,"8,900",,대출가능,2013-11-24
5795,18239,비밀 축제,도린 라파포트 글;에밀리 아놀드 맥컬리 그림;이상희 옮김,현암사,2008,843 라892ㅂ,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5796,18240,비밀 축제,도린 라파포트 글;에밀리 아놀드 맥컬리 그림;이상희 옮김,현암사,2008,843 라892ㅂ,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5797,18241,비교,예영 글;강신광 일러스트,부즈펌,2009,491.38 예64ㅂ,구입,단행본,,,￦,"13,000",,대출가능,2013-11-24
5798,18242,비교,예영 글;강신광 일러스트,부즈펌,2009,491.38 예64ㅂ,구입,단행본,,,￦,"13,000",,대출가능,2013-11-24
5799,18245,"베로니카, 넌 특별해",로저 뒤바젱글·그림;김경미 옮김,비룡소,2008,그림 843 뒤42ㅂ,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5800,18248,보리밥나무,유홍종 글;김상희 그림,계수나무,2005,813.8 유95ㅂ,구입,단행본,,,￦,"8,000",,대출가능,2013-11-24
5801,18249,보헤미아의 여름. 11,요제프 홀루프 지음;류소연 옮김,창비,2008,853 홀296ㅂ v.11,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5802,18250,보헤미아의 여름. 11,요제프 홀루프 지음;류소연 옮김,창비,2008,853 홀296ㅂ v.11,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5803,18251,부엌에서 배우는 물리학,알랭 쉴 글;엘렌느 모렐 그림;유하경 옮김,사계절,2008,420 쉴12ㅂ c.2,구입,단행본,,,￦,"11,000",,대출가능,2013-11-24
5804,18253,불량 꽃게. 4,박성우 시;신철 그림,문학동네,2008,811.8 문92 v.4,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5805,18254,불량 꽃게. 4,박성우 시;신철 그림,문학동네,2008,811.8 문92 v.4 c.2,구입,단행본,,,￦,"8,500",,대출가능,2013-11-24
5806,18255,불가사리를 기억해. 73,유영소 글;홍선주 그림,사계절,2009,813.8 유64ㅂ v.73,구입,단행본,,,￦,"8,800",,대출가능,2013-11-24
5807,18256,불가사리를 기억해. 73,유영소 글;홍선주 그림,사계절,2009,813.8 유64ㅂ v.73,구입,단행본,,,￦,"8,800",,대출가능,2013-11-24
5808,18257,붉은 지하철. 13,끌로딘느 갈레아 지음;조현실 옮김,창비,2008,863 갈294ㅂ v.13,구입,단행본,,,￦,"7,500",,대출가능,2013-11-24
5809,18259,삐뚤빼뚤 그래도 완벽해. 21,린다 어번 글;이영림 그림;김영선 옮김,국민서관,2008,843 어44ㅃ v.21,구입,단행본,,,￦,"9,000",,대출가능,2013-11-24
