번호,등록번호,서명(자료명),저자,출판사,출판년도,청구기호,입수유형,자료형태,,,가격,,,도서상태,등록일
20834,M000000105,프렌즈 시즌.7[DVD]. 7,데이비드 클래인 감독,워너브라더스픽쳐스,2008,688 감25ㅍ v.7,구입,비도서,,,￦,"16,500",,대출가능,2013-11-25
20835,M000000106,프렌즈 시즌.8[DVD]. 8,데이비드 클래인 감독,워너브라더스픽쳐스,2008,688 감25ㅍ v.8,구입,비도서,,,￦,"16,500",,대출가능,2013-11-25
20836,M000000107,프렌즈 시즌.9[DVD]. 9,데이비드 클래인 감독,워너브라더스픽쳐스,2008,688 감25ㅍ v.9,구입,비도서,,,￦,"16,500",,대출가능,2013-11-25
20837,M000000108,프렌즈 시즌.10[DVD]. 10,데이비드 클래인 감독,워너브라더스픽쳐스,2008,688 감25ㅍ v.10,구입,비도서,,,￦,"16,500",,대출가능,2013-11-25
20838,M000000109,트와일라잇[DVD],캐서린 하드윅 감독,케이디미디어,2008,688 감25ㅌ,구입,비도서,,,￦,"23,100",,대출가능,2013-11-25
20839,M000000110,하이스쿨 뮤지컬[DVD],케니 올테가 감독,월트디즈니,2008,688 감25ㅎ,구입,비도서,,,￦,"22,000",,대출가능,2013-11-25
20840,M000000111,하이스쿨 뮤지컬.2[DVD]. 2,케니 올테가 감독,월트디즈니,2008,688 감25ㅎ v.2,구입,비도서,,,￦,"22,000",,대출가능,2013-11-25
20841,M000000112,화성아이 지구아빠[DVD],메노 메이제스,에스엠픽쳐서,2008,688 메68ㅎ,구입,비도서,,,￦,"8,800",,대출가능,2013-11-25
20842,M000000113,맘마미아,필리다 로이드 [감독],유니버셜픽쳐스,2008,688.23 로68ㅁ,구입,비도서,,,￦,"19,800",,대출가능,2013-11-25
20843,M000000114,캣츠 ,토마스 S. 엘리어트 [원작] ; 앤드류 로이드 웨버 음악,유니버셜픽쳐스,2009,688.23 캣873,구입,비도서,,,￦,"11,000",,대출가능,2013-11-25
20844,M000000115,트랜스 포머 2 . 2,마이클 베이 [감독],드림웍스픽쳐스,2009,688.2 베68ㅌ v.2,구입,비도서,,,￦,"27,500",,대출가능,2013-11-25
20845,M000000117,업 ,피트 닥터 [감독],월트디즈니,2009,688.2 닥884ㅇ,구입,비도서,,,￦,"22,000",,대출중,2013-11-25
20846,M000000118,이집트 왕자,Brenda Chapman; Steve Hickner; Simon Wells [공감독],CJ 엔터테인먼트,2009,688.6 C465ㅇ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20847,M000000119,이집트 왕자 2. 2,로버트 C. 라마레즈  [감독],CJ 엔터테인먼트,2009,688.6 라32ㅇ v.2,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20848,M000000120,다이너소어,랄프.존닥 ; 에릭.라이톤[감독],월트 디즈니,2009,688.2 랄897ㄷ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20849,M000000121,아나스타샤,돈 브루스 ; 게리 골드만 [감독],20세기폭스 홈 엔터테인먼트,2009,688.6 브296ㅇ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20850,M000000122,릴로 & 스티치,월트디즈니,월트디즈니,2009,688.6 월887ㄹ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20851,M000000123,박물관이 살아있다. 2,숀 레비 [감독],이십세기 폭스,2009,688.2 레48ㅂ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20852,M000000124,해리포터와 죽음의 성물 2. 2,데이빗 예이츠 [감독],워너브라더스,2014,688.2 예68ㅎ,구입,비도서,,,￦,"19,800",,대출가능,2013-11-25
20853,M000000125,코렐라인,헨리 셀릭 [감독],유니버셜픽쳐스,2010,688.6 셀298ㅋ,구입,비도서,,,￦,"19,800",,대출가능,2013-11-25
20854,M000000126,캐리비안의 해적. 1,고어 버빈스키 [감독],월트디즈니,2010,688.2 버48ㅋ v.1,구입,비도서,,,￦,"11,000",,대출가능,2013-11-25
20855,M000000127,캐리비안의 해적. 2,고어 버빈스키 [감독],월트디즈니,2010,688.2 버48ㅋ v.2,구입,비도서,,,￦,"11,000",,대출가능,2013-11-25
20856,M000000128,캐리비안의 해적. 3,고어 버빈스키 [감독],월트디즈니,2010,688.2 버48ㅋ v.3,구입,비도서,,,￦,"11,000",,대출가능,2013-11-25
20857,M000000129,2012,로렌드 에머리히 [감독],소니픽쳐스,2010,688.2 에34ㅇ,구입,비도서,,,￦,"22,000",,대출가능,2013-11-25
20858,M000000130,해운대,윤제균 [감독],CJ엔터테인먼트,2010,688.2 윤74ㅎ,구입,비도서,,,￦,"27,500",,대출가능,2013-11-25
20859,M000000132,문프린세스,가버 추보 [감독],아트서비스,2010,688.2 추45ㅁ,구입,비도서,,,￦,"25,300",,대출가능,2013-11-25
20860,M000000133,국가대표,김용화 [감독],버즈픽쳐스,2010,688.2 김65ㄱ,구입,비도서,,,￦,"27,500",,대출가능,2013-11-25
20861,M000000134,한반도의 공룡 1. 1,EBS [제작],EBS미디어센터,2010,688 E16ㅎ v.1,구입,비도서,,,￦,"13,000",,대출가능,2013-11-25
20862,M000000135,한반도의 공룡 2. 2,EBS [제작],EBS미디어센터,2010,688 E16ㅎ v.2,구입,비도서,,,￦,"13,000",,대출가능,2013-11-25
20863,M000000136,한반도의 공룡 3. 3,EBS [제작],EBS미디어센터,2010,688 E16ㅎ v.3,구입,비도서,,,￦,"13,000",,대출가능,2013-11-25
20864,M000000137,날아라 허동구,박규태 [감독],타이거픽쳐스,2010,688.2 박16ㄴ,구입,비도서,,,￦,"15,000",,대출가능,2013-11-25
20865,M000000138,지식채널e.Story 1. 1,EBS 영상네트워크 [제작],EBS영상네트워크,2010,001 영52ㅈ v.1,구입,비도서,,,￦,"14,000",,대출가능,2013-11-25
20866,M000000139,지식채널e.Story 2. 2,EBS 영상네트워크 [제작],EBS영상네트워크,2010,001 영52ㅈ v.2,구입,비도서,,,￦,"14,000",,대출가능,2013-11-25
20867,M000000140,지식채널e.Story 3. 3,EBS 영상네트워크 [제작],EBS영상네트워크,2010,001 영52ㅈ v.3,구입,비도서,,,￦,"14,000",,대출가능,2013-11-25
20868,M000000141,지식채널e.Story 4. 4,EBS 영상네트워크 [제작],EBS영상네트워크,2010,001 영52ㅈ v.4,구입,비도서,,,￦,"14,000",,대출가능,2013-11-25
20869,M000000142,지식채널e.Story 5. 5,EBS 영상네트워크 [제작],EBS영상네트워크,2010,001 영52ㅈ v.5,구입,비도서,,,￦,"14,000",,대출가능,2013-11-25
20870,M000000143,걸리버 여행기,잭 블랙 주연,20세기폭스사,2011,688.2 주64ㄱ,구입,비도서,,,￦,"25,300",,대출가능,2013-11-25
20871,M000000144,시간도둑들,테리 길리엄 감독외,키노필름,2011,688.2 감25ㅅ,구입,비도서,,,￦,"16,500",,대출가능,2013-11-25
20872,M000000145,이상한 나라의앨리스,루이스 캐롤,월트디즈니,2011,688.2 캐295ㅇ,구입,비도서,,,￦,"31,900",,대출가능,2013-11-25
20873,M000000146,괴물들이 사는 나라,스파이크 존즈,워너브러더스 엔터테인먼트,2011,688.2 존77ㄱ,구입,비도서,,,￦,"11,900",,대출가능,2013-11-25
20874,M000000147,헬로우 고스트,차태현주연,KD미디어,2011,688 차883ㅎ,구입,비도서,,,￦,"23,100",,대출가능,2013-11-25
20875,M000000148,아바타,제임스 카메룬,이십세기폭스 홈 엔터테인먼트,2011,688 카34ㅇ,구입,비도서,,,￦,"39,600",,대출가능,2013-11-25
20876,M000000151,토이스토리 3,리 언크리치,브에나비스타 월트디즈니,2011,688 언877ㅌ,구입,비도서,,,￦,"22,000",,대출가능,2013-11-25
20877,M000000152,마음이2,이정철 감독,캔들미디어,2011,688 이74ㅁ,구입,비도서,,,￦,"22,000",,대출가능,2013-11-25
20878,M000000153,아더와 미니모이 2,뤽 베송 감독,플래니스엔터테이먼트,2011,688 베55ㅇ,구입,비도서,,,￦,"22,000",,대출가능,2013-11-25
20879,M000000154,가디언의 전설,잭 스나이더,워너브러더스,2011,688 스192ㄱ,구입,비도서,,,￦,"17,600",,대출가능,2013-11-25
20880,M000000155,울지마 톤즈,구수환감독,KBS미디어,2011,688 구56ㅇ,구입,비도서,,,￦,"33,000",,대출가능,2013-11-25
20881,M000000156,마당을 나온 암탉,오성윤 [감독],(주)케이디미디어,2012,688.2 오54ㅁ,구입,비도서,,,￦,"22,000",,대출중,2013-11-25
20882,M000000157,시간을 달리는 소녀,호소다 마모루 [감독],CJ엔터테인먼트,2012,688.2 마35ㅅ,구입,비도서,,,￦,"9,900",,대출가능,2013-11-25
20883,M000000158,Goodbye My Friend(굿바이 마이 프렌드),피터 호튼 [감독],클레버컴퍼니,2012,688.2 호887G,구입,비도서,,,￦,"9,900",,대출가능,2013-11-25
20884,M000000159,슈퍼배드 2. 2,피에르 코팽 [감독],유니버셜픽쳐스,2014,688.2 코893ㅅ,구입,비도서,,,￦,"22,000",,대출가능,2013-11-25
20885,M000000160,꼬마 돼지 베이브 2,조지 밀러 [감독],유니버셜픽쳐스,2012,688.2 밀294ㄲ,구입,비도서,,,￦,"9,900",,대출가능,2013-11-25
20886,M000000161,the SOUND of MUSIC(사운드 오브 뮤직),로버트 와이즈 [감독],이십세기폭스,2012,688.2 와68T,구입,비도서,,,￦,"9,900",,대출가능,2013-11-25
20887,M000000162,엘라의 모험 ,폴 J. 볼거 [감독],(주)케이디미디어,2012,688.2 볼14ㅇ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20888,M000000163,지식채널e.Season2 Story 1,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20889,M000000164,지식채널e.Season2 Story 2,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20890,M000000165,지식채널e.Season2 Story 3,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20891,M000000166,지식채널e.Season2 Story 4,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20892,M000000167,지식채널e.Season2 Story 5,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20893,M000000168,지식채널e.Season3 Story 1,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20894,M000000169,지식채널e.Season3 Story 2,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20895,M000000170,지식채널e.Season3 Story 3,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20896,M000000171,지식채널e.Season3 Story 4,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20897,M000000172,지식채널e.Season3 Story 5,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20898,M000000173,지식채널e.Season4 Story 1,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20899,M000000174,지식채널e.Season4 Story 2,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20900,M000000175,지식채널e.Season4 Story 3,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20901,M000000176,지식채널e.Season4 Story 4,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20902,M000000177,지식채널e.Season4 Story 5,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20903,M000000178,지식채널e.Season5 Story 1,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20904,M000000179,지식채널e.Season5 Story 2,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20905,M000000180,지식채널e.Season5 Story 3,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20906,M000000181,지식채널e.Season5 Story 4,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20907,M000000182,지식채널e.Season5 Story 5,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20908,M000000183,지식채널e.Season6 Story 1,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20909,M000000184,지식채널e.Season6 Story 2,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20910,M000000185,지식채널e.Season6 Story 3,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20911,M000000186,지식채널e.Season6 Story 4,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20912,M000000187,지식채널e.Season6 Story 5,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20913,M000000188,지식채널e.Season7 Story 1,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20914,M000000189,지식채널e.Season7 Story 2,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"10,000",,대출가능,2013-11-25
20915,M000000190,지식채널e.Season7 Story 3,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20916,M000000191,지식채널e.Season7 Story 4,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20917,M000000192,지식채널e.Season7 Story 5,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20918,M000000193,지식채널e.Season8 Story 1,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20919,M000000194,지식채널e.Season8 Story 2,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20920,M000000195,지식채널e.Season8 Story 3,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20921,M000000196,지식채널e.Season8 Story 4,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20922,M000000197,지식채널e.Season8 Story 5,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20923,M000000198,지식채널e.Season9 Story 1,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20924,M000000199,지식채널e.Season9 Story 2,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20925,M000000200,지식채널e.Season9 Story 3,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20926,M000000201,지식채널e.Season9 Story 4,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20927,M000000202,지식채널e.Season9 Story 5,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20928,M000000203,지식채널e.Season10 Story 1,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20929,M000000204,지식채널e.Season10 Story 2,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20930,M000000205,지식채널e.Season10 Story 3,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20931,M000000206,지식채널e.Season10 Story 4,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20932,M000000207,지식채널e.Season10 Story 5,EBS 영상네트워크 [제작],EBS영상네트워크,2012,001 영52ㅈ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20933,M000000208,공부의 달인 도전 1. 1,EBS,EBS미디어센터,2012,370 EEㄱ v.1,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20934,M000000209,공부의 달인 도전 2. 2,EBS,EBS미디어센터,2012,370 EEㄱ v.2,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20935,M000000210,공부의 달인 도전 3. 3,EBS,EBS미디어센터,2012,370 EEㄱ v.3,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20936,M000000211,공부의 달인 목표 1. 1,EBS,EBS미디어센터,2012,370 EEㄱ v.1,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20937,M000000212,공부의 달인 목표 2. 2,EBS,EBS미디어센터,2012,370 EEㄱ v.2,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20938,M000000213,공부의 달인 목표 3. 3,EBS,EBS미디어센터,2012,370 EEㄱ v.3,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20939,M000000214,아이스 에이지 3,이십세기 폭스 홈 엔터테인먼트,유이케이,2012,688 엔884ㅇ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20940,M000000215,우리는 동물원을 샀다,이십세기 폭스 홈 엔터테인먼트,유이케이,2012,688 엔884ㅇ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20941,M000000216,샬롯의 거미줄,cj entertainment,대경DVD,2008,688 EEㅅ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20942,M000000219,마다가스카3,DREAM WORKS,DREAM WORKS,2012,688 WWㅁ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20943,M000000220,한반도의 인류 1. 1,EBS,EBS미디어센터,2012,370 EEㅎ v.1,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20944,M000000221,한반도의 인류 2. 2,EBS,EBS미디어센터,2012,370 EEㅎ v.2,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20945,M000000222,한반도의 인류 3. 3,EBS,EBS미디어센터,2012,370 EEㅎ v.3,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20946,M000000223,꼬마돼지 베이브 1,크리스 누난[감독],유니버셜픽처스코리아,2012,688.2 누192ㄲ,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20947,M000000224,(엄마도 모르는 우리 아이의)정서지능 1 . 1,황준성 [연출]; EBS 제작,EBS미디어센터,2012,181.7 E16ㅈ v.1,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20948,M000000225,(엄마도 모르는 우리 아이의)정서지능 2 . 2,황준성 [연출]; EBS 제작,EBS미디어센터,2012,181.7 E16ㅈ v.2,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20949,M000000226,(엄마도 모르는 우리 아이의)정서지능 3 . 3,황준성 [연출]; EBS 제작,EBS미디어센터,2012,181.7 E16ㅈ v.3,구입,비도서,,,￦,"12,000",,대출가능,2013-11-25
20950,M000000228,테드.1,엔리케 가또 감독,아트서비스,20113,688.6 가25ㅌ,구입,비도서,,,￦,"25,300",,대출가능,2013-11-25
20951,M000000229,호빗,피터 잭슨 감독,워너브라더스,2013,688.2 잭57ㅎ,구입,비도서,,,￦,"19,800",,대출가능,2013-11-25
20952,M000000230,헬프,테이트 테일러 감독,월트디즈니,2012,688.2 테68ㅎ,구입,비도서,,,￦,"22,000",,대출가능,2013-11-25
20953,M000000231,남극의 눈물극장판,김진만;김재영 감독,디에스미디어,2013,687 김78ㄴ,구입,비도서,,,￦,"25,300",,대출가능,2013-11-25
20954,M000000232,늑대아이,호소다 마모루 감독,버즈픽쳐스,2013,688.6 호55ㄴ,구입,비도서,,,￦,"22,000",,대출가능,2013-11-25
20955,M000000233,"잃어버린 세계를 찾아서.2,신비의 섬. 2",브래드 페이튼 감독,워너브라더스,2012,688.2 페68ㅇ v.2,구입,비도서,,,￦,"9,900",,대출가능,2013-11-25
20956,M000000234,파퍼씨네 펭귄들,마크 워터스 감독,유이케이,2011,688.2 워884ㅍ,구입,비도서,,,￦,"13,500",,대출가능,2013-11-25
20957,M000000235,더 콘서트,라두 미하일레아누 감독,유이케이,2011,688.2 미92ㄷ,구입,비도서,,,￦,"9,900",,대출가능,2013-11-25
20958,M000000236,벼량 위의 포뇨,미야자키하야오 작,대원DVD,2009,688.6 미92ㅂ,구입,비도서,,,￦,"29,000",,대출중,2013-12-17
20959,M000000237,돌핀:꿈꾸는 다니엘의 용감한 모험,에듀와르도 슐츠,아트서비스,2013,688.6 슐85ㄷ,구입,비도서,,,￦,0,,대출가능,2013-12-17
20960,M000000238,토르 : 마법 망치의 전설,오스카 요나손,미디어허브,2012,688 마151ㅌ,구입,비도서,,,￦,"25,300",,대출가능,2014-02-20
20961,M000000239,로봇,크리스 ;지 작,이십세기폭스,2005,688 크239ㄹ,구입,비도서,,,￦,"8,800",,대출가능,2014-02-20
20962,M000000240,슈퍼배드 2. 2,피에르 코팽 [감독],유니버셜픽쳐스,2014,688.2 코893ㅅ v.2,구입,비도서,,,￦,"22,000",,대출가능,2014-03-14
20963,M000000241,마다가스카.1,에릭 다넬;톰 맥그라스 공감독,드림윅스픽쳐서,2014,688 다194ㅁ,구입,비도서,,,￦,"9,900",,대출가능,2014-03-14
20964,M000000242,하늘에서 음식이 내린다면 2. 2,코디 캐머런,소니 픽쳐스,2014,688 캐34ㅎ v.2,구입,비도서,,,￦,"22,000",,대출가능,2014-03-21
20965,M000000243,해리포터와 죽음의 성물 2. 2,데이빗 예이츠 [감독],워너브라더스,2014,688.2 예68ㅎ v.1,구입,비도서,,,￦,"19,800",,대출가능,2014-03-21
20966,M000000244,해리포터와 죽음의 성물 2. 2,데이빗 예이츠 [감독],워너브라더스,2014,688.2 예68ㅎ v.2,구입,비도서,,,￦,"19,800",,대출가능,2014-03-21
20967,M000000245,레미제라블,톰 후퍼 감독,유니버셜,2013,688.2 후894ㄹ,구입,비도서,,,￦,"19,800",,대출가능,2014-05-27
20968,M000000246,겨울왕국,월트디즈니 제작,월트디즈니,2014,688 월887ㄱ,구입,비도서,,,￦,0,,대출가능,2014-05-27
20969,M000000248,산타의 매직 크리스탈,앙티 하이칼라 감독,아트서비스,2014,688 하68ㅅ,구입,비도서,,,￦,0,,대출가능,2014-05-27
20970,M000000250,코비: 블루엘리펀트의전설,타위랍 스리우티윙스 감독,아트서비스,2014,688.6 스298ㅋ,구입,비도서,,,￦,"25,300",,대출가능,2014-10-27
20971,M000000251,넛잡: 땅콩도둑들,피터 레페니오티스,아트서비스,2014,688.6 레894ㄴ,구입,비도서,,,￦,0,,대출가능,2014-10-27
20972,M000000252,"동기. 1: 동기, 실패를 이기는 힘",EBS미디어센터,EBS,2014,180 이48ㄷ v.1,구입,비도서,,,￦,"29,700",,대출가능,2014-10-27
20973,M000000253,동기. 2: 동기 없는 아이는 없다,EBS미디어센터,EBS,2014,180 이48ㄷ v.2,구입,비도서,,,￦,"29,700",,대출가능,2014-10-27
20974,M000000254,(EBS)지식E프라임-경제교육. 1,EBS미디어센터,EBS미디어센터,2014,320 이48ㅈ v.1,구입,비도서,,,￦,"40,000",,대출가능,2014-10-27
20975,M000000255,(EBS)지식E프라임-경제교육. 2,EBS미디어센터,EBS미디어센터,2014,320 이48ㅈ v.2,구입,비도서,,,￦,"40,000",,대출가능,2014-10-27
20976,M000000256,(EBS)지식E프라임-경제교육. 3,EBS미디어센터,EBS미디어센터,2014,320 이48ㅈ v.3,구입,비도서,,,￦,"40,000",,대출가능,2014-10-27
20977,M000000257,(EBS)지식E프라임-경제교육. 4,EBS미디어센터,EBS미디어센터,2014,320 이48ㅈ v.4,구입,비도서,,,￦,"40,000",,대출가능,2014-10-27
20978,M000000259,하늘을 나는 강아지 비포와 친구들,이도 엔젤 감독,하은미디어,2014,688.6 엔74ㅎ,구입,비도서,,,￦,"22,000",,대출가능,2014-10-27
20979,M000000260,숲 속으로,롭 마샬 감독,월트디즈니,2015,688 마53ㅅ,구입,비도서,,,￦,0,,대출가능,2015-06-10
20980,M000000261,빅 히어로,돈 홀 감독,월트디즈니,2015,688 홀25ㅂ,구입,비도서,,,￦,"22,000",,대출가능,2015-06-10
20981,M000000262,인터스텔라,크리스토퍼 놀란,워너브라더스,2015,688 놀292ㅇ,구입,비도서,,,￦,0,,대출가능,2015-06-10
20982,M000000263,정글히어로,박태동 감독,아트서비스,2015,688 박883ㅈ,구입,비도서,,,￦,0,,대출가능,2015-06-10
20983,M000000264,엘라 인챈티드,휴 댄시 감독,에이스미디어,2015,688 댄58ㅇ,구입,비도서,,,￦,0,,대출가능,2015-06-10
20984,M000000265,머나먼 세상속으로,장 크리스토프 드상 감독,하은미디어,2015,688 드52ㅁ,구입,비도서,,,￦,0,,대출가능,2015-06-10
20985,M000000266,해적왕의 황금나침반,마이크 마주크 감독,아트서비스,2015,688 마76ㅎ,구입,비도서,,,￦,"25,300",,대출가능,2015-06-10
20986,M000000267,(꼬마잠수함)올리. [1],헤 질리 감독,비디오여행,2015,688.6 올298ㅂ v.1,구입,비도서,,,￦,"25,300",,대출가능,2015-10-27
20987,M000000268,(꼬마잠수함)올리. 2,밥 두셋 감독,비디오여행,2015,688.6 올298ㅂ v.2,구입,비도서,,,￦,"25,300",,대출가능,2015-10-27
20988,M000000269,다이노 타임,최윤석;존 카프카 [공]감독,아트서비스,2015,688.6 최66ㄷ,구입,비도서,,,￦,"25,300",,대출가능,2015-10-27
20989,M000000270,인사이드 아웃,피트 닥터 감독,월트디즈니,2016,688 피25ㅇ,구입,비도서,,,￦,"20,400",,대출가능,2016-03-07
20990,M000000271,미니언즈,카일 발다 감독,유니버셜,2015,688 발22ㅁ,구입,비도서,,,￦,"22,000",,대출가능,2016-05-31
20991,M000000272,굿 다이노,프랜시스 맥도먼드 감독,월트디즈니,2016,688 맥25ㄱ,구입,비도서,,,￦,"22,000",,대출가능,2016-05-31
20992,M000000273,뮨: 달의 요정,알렉상드르 헤보얀 감독,비디오가게,2015,688 헤45ㅁ,구입,비도서,,,￦,"25,300",,대출가능,2016-05-31
20993,M000000274,더 매직: 리틀톰과 도둑공주,어네스토 파드롱 감독,하은미디어,2016,688 파27ㄷ,구입,비도서,,,￦,"25,300",,대출가능,2016-05-31
